wavelength_nm,diameter_mm,myopia_d,threshold_stroke_arcmin,threshold_log_mar,threshold_detected,threshold_status,optical_d50_arcmin,optical_mar_arcmin,optical_log_mar
550.0,0.8164016305125923,2.5,2.8514878558264973,0.45507152631257786,True,resolved,3.468246170896667,0.8670615427241668,-0.061950075860652744
550.0,0.8191458966508958,2.5,2.862904166425801,0.456806810582183,True,resolved,3.4931198286030263,0.8732799571507566,-0.05884650731973216
550.0,0.8601031914834406,2.5,3.0538897027513157,0.4848533476020361,True,resolved,3.875203240711883,0.9688008101779707,-0.013765506677891335
550.0,0.9023647554129298,2.5,3.283344101250595,0.5163164000742072,True,resolved,4.266877543511942,1.0667193858779855,0.028050187753478655
550.0,0.9973793796812823,2.5,3.8113379994886856,0.5810774648581577,True,resolved,4.758351567772178,1.1895878919430445,0.07539653512966484
550.0,1.1005248747756682,2.5,4.411286695212546,0.6445652840542341,True,resolved,5.116483205722464,1.279120801430616,0.10691156161493003
550.0,1.102398582221007,2.5,4.4225494315805705,0.6456726957915285,True,resolved,5.122675293485398,1.2806688233713495,0.10743683717833476
550.0,1.1584472366059666,2.5,4.761174359545969,0.6777140861168393,True,resolved,5.403811195497902,1.3509527988744754,0.13064017541250966
550.0,1.216369598436265,2.5,5.106740295586128,0.7081437722746206,True,resolved,5.930476467890509,1.4826191169726273,0.17102959563881673
550.0,1.218475796513094,2.5,5.118565542000567,0.7091482686947791,True,resolved,5.951117298734508,1.487779324683627,0.17253851912689813
550.0,1.3467753774655815,2.5,5.796513597744915,0.7631668589910792,True,resolved,6.654029752643336,1.663507438160834,0.221024747101435
550.0,1.4885842809008711,2.5,6.480889236729663,0.8116345990973157,True,resolved,7.670640859550137,1.9176602148875344,0.2827716581672366
550.0,1.645324972836306,2.5,7.265121095550429,0.861242857545401,True,resolved,8.61839131126818,2.154597827817045,0.33336621767088515
550.0,1.8185696980492723,2.5,8.138796083409234,0.9105601674197574,True,resolved,9.766210341630455,2.4415525854076137,0.3876660824216657
550.0,2.0100562510528768,2.5,9.042315093297061,0.9562796366173104,True,resolved,11.109034067289635,2.7772585168224087,0.4436163072633783
550.0,2.2217054076787313,2.5,10.057237775039178,1.002478717918602,True,resolved,12.509783649768465,3.1274459124421163,0.49518980753218805
550.0,2.455640192120709,2.5,11.23244071060345,1.0504741348879685,True,resolved,14.135098575159436,3.533774643789859,0.548238850185126
550.0,2.714207172704789,2.5,12.446544805199284,1.095048806829504,True,resolved,15.910218799897986,3.9775546999744966,0.5996161608475282
550.0,3.0000000000000004,2.5,13.755197102536382,1.138466817912225,True,resolved,17.87321688293419,4.468304220733548,0.6501427340246081
550.0,0.3,3.0,5.002902091678952,0.6992220036909975,True,resolved,5.656331308952527,1.4140828272381318,0.1504748481871695
