comparison_group,pattern_kind,diameter_mm,pitch_mm,pitch_to_diameter_ratio,myopia_d,separation_to_width_ratio,max_ghost_peak_ratio,valley_visibility,ghost_count
diameter_pitch_grid,triangular_packing,0.6052886811266176,7.999999999999998,13.216833966083225,4.0,4.838697911603217,0.9998159168564493,0.9973877402084351,6
diameter_pitch_grid,hexagonal_packing,0.6052886811266176,7.999999999999998,13.216833966083225,4.0,4.838697911603217,0.9998758690437545,0.9977718354284116,3
diameter_pitch_grid,square_packing,0.6603149248654009,2.2795070569547775,3.452151346449475,4.0,1.3804637345029689,0.9720683110762015,0.00607345869160913,76
diameter_pitch_grid,triangular_packing,0.6603149248654009,2.2795070569547775,3.452151346449475,4.0,1.3804637345029689,0.9662253446242749,0.004114173218213922,76
diameter_pitch_grid,hexagonal_packing,0.6603149248654009,2.2795070569547775,3.452151346449475,4.0,1.3804637345029687,0.9695152551647996,0.006144302170254353,65
diameter_pitch_grid,triangular_packing,0.6603149248654009,7.999999999999998,12.115431135576292,4.0,4.84477985814055,0.9998287414478189,0.9976158697401791,6
diameter_pitch_grid,hexagonal_packing,0.6603149248654009,7.999999999999998,12.115431135576292,4.0,4.84477985814055,0.9998815136354539,0.9979628613323174,3
diameter_pitch_grid,square_packing,0.35942991899209875,1.5,4.173275291623606,6.0,1.3347355965619963,0.9468471892885527,0.00688489338641045,80
diameter_pitch_grid,square_packing,0.35942991899209875,7.999999999999998,22.25746822199256,6.0,7.118589848330648,0.9999489988664162,0.9989411310011636,8
diameter_pitch_grid,square_packing,0.4492873987401234,1.5,3.338620233298885,6.0,1.3423679328169416,0.9292198887123656,0.005320994744486654,80
diameter_pitch_grid,square_packing,0.4492873987401234,7.999999999999998,17.80597457759405,6.0,7.159295641690357,0.9999730157121623,0.9991678499327034,8
diameter_pitch_grid,square_packing,0.49421613861413577,1.5,3.035109302998986,6.0,1.3445959983453784,0.9302522829355151,0.003940539931464524,80
diameter_pitch_grid,square_packing,0.49421613861413577,7.999999999999998,16.18724961599459,6.0,7.171178657842019,0.9999748215904569,0.9992447696301402,8
diameter_pitch_grid,square_packing,0.5391448784881481,1.5,2.782183527749071,6.0,1.3458092516258409,0.9354202129031645,0.002836582008229839,80
diameter_pitch_grid,square_packing,0.5391448784881481,7.999999999999998,14.838312147995042,6.0,7.177649342004486,0.9999966899608559,0.9993094721328065,8
